,id_stat,name_stat,type_stat,region,provinsi,kabupaten,lintang_derajat,bujur_derajat,ketinggian_mdpl,soil,exposure,land_use,time_zone
2130,33131205a,Bakalan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.688,110.992,0,,,,
2131,33131206a,Tohudan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.53249,110.7683,96,,,,
2132,33131207a,Malang Jiwan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.52763,110.7474,108,,,,
2133,33131301a,Gondangrejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.46789,110.8079,98,,,,
2134,33131401a,Waru,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.53501,110.9085,100,,,,
2135,33131402a,Kebakramat Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.53224,110.9012,99,,,,
2136,33131501a,Pucung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.57356,111.0246,337,,,,
2137,33131502a,Pendem Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.55395,111.0423,352,,,,
2138,33131503a,Mojogedang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.52885,110.9737,144,,,,
2139,33131601a,Kerjo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.53598,111.0619,352,,,,
2140,33131701a,Glagah Rt.05/Rw.02,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.5735,111.1479,908,,,,
2141,33131702a,Jenawi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.55506,111.1228,567,,,,
2142,33131703a,Babar,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.57354,111.1479,979,,,,
2143,33131704a,Kepoh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Karanganyar,-7.53606,111.1111,436,,,,
2144,33141702g,AAWS Sukodono (AWS+),aws,Region II,Jawa Tengah,Kab. Sragen,-7.3275,110.9662,0,,,,
2145,33140403f,ARG SMPK Sragen,aws,Region II,Jawa Tengah,Kab. Sragen,-7.52544,111.0438,0,,,,
2146,33140301a,Krikilan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.46272,110.9472,92,,,,
2147,33140302a,Kerjo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.489,110.955,0,,,,
2148,33140303a,Sidodadi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.48689,110.9056,82,,,,
2149,33140401a,Brambang Wd.,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.48868,111.0304,181,,,,
2150,33140402a,Karangpelem Bp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.52193,111.0108,209,,,,
2151,33140501a,Gebyar Wd.,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.50685,111.1294,327,,,,
2152,33140601a,Gondang Wd.,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.406,111.11,0,,,,
2153,33141201a,Tanon Php/Kb.A,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.38565,110.9131,89,,,,
2154,33141401a,Kd.Kancil,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.3724,110.8027,127,,,,
2155,33141501a,Mojopuro Gd.Pn,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.32801,110.8761,129,,,,
2156,33141701a,Bpp.Pragolopati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Sragen,-7.32769,110.966,97,,,,
2157,33140304b,ARG Masaran,aws,Region II,Jawa Tengah,Kab. Sragen,-7.46843,110.93558,0,,,,
2158,33151303h,AAWS Purwodadi,aws,Region II,Jawa Tengah,Kab. Grobogan,-7.104,110.9143,0,,,,
2159,33151503g,AWS Grobogan,aws,Region II,Jawa Tengah,Kab. Grobogan,-7.017,110.803,0,,,,
2160,33150504b,ARG Kedungombo,aws,Region II,Jawa Tengah,Kab. Grobogan,-7.24037,110.83634,0,,,,
2161,33150405b,ARG Toroh,aws,Region II,Jawa Tengah,Kab. Grobogan,-7.15,110.9,0,,,,
2162,33150707b,ARG Kradenan,aws,Region II,Jawa Tengah,Kab. Grobogan,-7.17569,111.172,0,,,,
2163,33150101a,Kedungjati 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.15889,110.6337,0,,,,
2164,33150102a,Kedungjati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.07914,110.6542,0,,,,
2165,33150201a,Temurejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.108,110.717,0,,,,
2166,33150202a,Karangrayung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.17527,110.7811,0,,,,
2167,33150301a,Kramat,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.08455,110.795,0,,,,
2168,33150302a,Wolo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.05656,110.8261,0,,,,
2169,33150303a,Gending,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.0725,110.845,0,,,,
2170,33150304a,Wedoro,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.09447,110.8294,0,,,,
2171,33150305a,Pengkol,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.10172,110.8453,0,,,,
2172,33150306a,Sedadi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.14123,110.8519,0,,,,
2173,33150307a,Penawangan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.04769,110.8372,0,,,,
2174,33150401a,Sanggeh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.14866,110.9255,0,,,,
2175,33150402a,Semen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.135,110.895,0,,,,
2176,33150403a,Krangganharjo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.12489,110.9104,0,,,,
2177,33150404a,Toroh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.16327,110.9029,0,,,,
2178,33150501a,Geyer,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.219,110.904,0,,,,
2179,33150502a,Tapen/Mongot,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.24754,110.9083,0,,,,
2180,33150503a,Madoh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.25352,110.9846,0,,,,
2181,33150601a,Pulokulon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.12719,111.0542,0,,,,
2182,33150602a,Pojok,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.16704,111.0489,0,,,,
2183,33150603a,Jambon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.15013,111.0087,0,,,,
2184,33150701a,Nglangon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.16958,111.1394,0,,,,
2185,33150702a,Simo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.20103,111.0982,0,,,,
2186,33150703a,Butak,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.17555,111.1178,0,,,,
2187,33150704a,Kradenan Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.12014,111.1248,0,,,,
2188,33150705a,Kragilan Briyan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.1944,111.1188,0,,,,
2189,33150706a,Kalisari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.13106,111.1317,0,,,,
2190,33150801a,Karangrejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.13299,111.187,0,,,,
2191,33150802a,Dalen/ Banyu Tarung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.15688,111.1699,0,,,,
2192,33150803a,Sulursari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.17178,111.204,0,,,,
2193,33150804a,Segoro Gunung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.19287,111.2198,0,,,,
2194,33150901a,Ngaringan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.05087,111.1916,0,,,,
2195,33151001a,Sambirejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.08943,111.0398,0,,,,
2196,33151002a,Pengkol Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.0824,111.1146,0,,,,
2197,33151003a,Karangasem,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.02036,111.1283,0,,,,
2198,33151101a,Tawangharjo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.09099,111.0187,0,,,,
2199,33151201a,Grobogan Pmb,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.0304,110.9211,0,,,,
2200,33151202a,Jatipohon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-6.97747,110.9191,0,,,,
2201,33151301a,Nglejok,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.08872,110.9124,0,,,,
2202,33151302a,Distanbun,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.1056,110.913,0,,,,
2203,33151401a,Brati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.02318,110.8727,0,,,,
2204,33151501a,Klambu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.0145,110.7982,0,,,,
2205,33151502a,Penganten,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.011,110.8064,0,,,,
2206,33151601a,Godong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.02441,110.7766,0,,,,
2207,33151602a,Ketintang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.02518,110.7585,0,,,,
2208,33151603a,Gompeng,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.05949,110.7721,0,,,,
2209,33151604a,Kepoh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.0824,110.7549,0,,,,
2210,33151605a,Wonotunggal,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.06054,110.7113,0,,,,
2211,33151606a,Ketitang Kbp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.02631,110.7534,0,,,,
2212,33151701a,Gubug,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.0508,110.6519,0,,,,
2213,33151702a,Ng.Kapung Smpk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.08504,110.6568,0,,,,
2214,33151703a,Kemiri,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.05428,110.673,0,,,,
2215,33151704a,Glapan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.10903,110.6894,0,,,,
2216,33151705a,Mlilir/Saban,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.06852,110.6989,0,,,,
2217,33151706a,Pilang Lor,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.05197,110.667,0,,,,
2218,33151801a,Tegowanu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.05039,110.6218,0,,,,
2219,33151901a,Tanggungharjo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Grobogan,-7.08915,110.6038,0,,,,
2220,33160503g,AWS Cepu Blora,aws,Region II,Jawa Tengah,Kab. Blora,-7.17012,111.57599,0,,,,
2221,33160203b,ARG Randublatung,aws,Region II,Jawa Tengah,Kab. Blora,-7.194,111.414,0,,,,
2222,33160101a,Doplang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.18354,111.29,5,,,,
2223,33160201a,Randublatung 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.20285,111.386,6,,,,
2224,33160202a,Randublatung 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.19385,111.4147,5,,,,
2225,33160301a,Kradenan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.32204,111.4047,0,,,,
2226,33160302a,Kradenan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.24711,111.4546,4,,,,
2227,33160401a,Kedungtuban,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.14617,111.4736,0,,,,
2228,33160501a,Cepu Cmt,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.14832,111.5909,7,,,,
2229,33160502a,Cepu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.13929,111.5771,0,,,,
2230,33160601a,Pojokwatu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.10808,111.5645,5,,,,
2231,33160701a,Jiken,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.00108,111.5086,4,,,,
2232,33160702a,Jiken,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.00108,111.5086,4,,,,
2233,33160801a,Jepon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-6.97465,111.4775,5,,,,
2234,33160901a,Sendangharjo Smpk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-6.90604,111.4452,6,,,,
2235,33161001a,Tunjungan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-6.90511,111.3598,3,,,,
2236,33161201a,Ngawen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.00927,111.3102,4,,,,
2237,33161301a,Kunduran 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.05498,111.2355,6,,,,
2238,33161302a,Kunduran 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-7.04945,111.2527,5,,,,
2239,33161401a,Todanan 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-6.93834,111.1774,4,,,,
2240,33161601a,Japah 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Blora,-6.94346,111.286,0,,,,
2241,11020503b,ARG Badar Aceh,aws,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.52765,97.80325,0,,,,
2242,11020101a,Lawe Alas,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.49,97.84,0,,,,
2243,11020201a,Lawe Sigala-Gala,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.33,97.93,0,,,,
2244,11020301a,Bambel,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.45,97.85,0,,,,
2245,11020401a,Babussalam,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.49,97.82,0,,,,
2246,11020501a,Badar,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.62,97.77,0,,,,
2247,11020601a,Babul Makmur,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.29,97.96,0,,,,
2248,11020701a,Darul Hasanah,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.57,97.62,0,,,,
2249,11020801a,Lawe Bulan,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.5,97.83,0,,,,
2250,11020901a,Bukit Tusam,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.41,97.87,0,,,,
2251,11021001a,Semadam,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.38,97.89,0,,,,
2252,11021101a,Babul Rahmah,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.14,97.87,0,,,,
2253,11021201a,Ketambe,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.72723,97.7259,0,,,,
2254,11021301a,Deleng Pokhkison,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.57647,97.8548,0,,,,
2255,11021401a,Lawe Sumur,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.49252,97.8874,0,,,,
2256,11021501a,Tanoh Alas,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.28498,97.97321,151,,,,
2257,11021601a,Louser,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.77656,97.7087,0,,,,
2258,11020502h,AAWS Aceh Tenggara,aws,Region I,Nanggroe Aceh Darussalam,Kab. Aceh Tenggara,3.46956,97.7005,0,,,,
2259,96001,Stasiun Meteorologi Cut Bau Maimun Saleh,UPT,Region I,Nanggroe Aceh Darussalam,Kota Sabang,5.87655,95.33785,126,53.0,21.0,26.0,+07:00
2260,11720101a,Bpp Paya Seunara,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kota Sabang,5.85157,95.3181,90,,,,
2261,11720201a,Disperta Kota Sabang,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kota Sabang,5.8936,95.3371,7,,,,
2262,11720202a,Bpp Suka Jaya,Pos Hujan Kerjasama,Region I,Nanggroe Aceh Darussalam,Kota Sabang,5.84188,95.3394,22,,,,
2263,11720203g,AWS STR Stamet Cut Bau Sabang,aws,Region I,Nanggroe Aceh Darussalam,Kota Sabang,5.8766,95.3378,126,,,,+07:00
2264,33171004h,AAWS Rembang,aws,Region II,Jawa Tengah,Kab. Rembang,-6.70188,111.33484,0,,,,
2265,33170703b,ARG Rembang-Pamotan,aws,Region II,Jawa Tengah,Kab. Rembang,-6.76228,111.47702,0,,,,
2266,33170101a,Sumber,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.7966,111.2589,0,,,,
2267,33170201a,Bulu Kbb,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.85922,111.4042,165,,,,
2268,33170202a,Mantingan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.86123,111.4121,176,,,,
2269,33170203a,Bulu/Bojonegor,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.858,111.41,0,,,,
2270,33170204a,Bulu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.85974,111.4058,0,,,,
2271,33170301a,Sendangmulyo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.81552,111.4461,0,,,,
2272,33170302a,Panohan Sp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.82052,111.4339,75,,,,
2273,33170401a,Mrayun,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.87405,111.5862,0,,,,
2274,33170501a,Sarang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.73709,111.6695,0,,,,
2275,33170502a,Tawangrejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.79206,111.6522,49,,,,
2276,33170601a,Sedan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.77193,111.5792,0,,,,
2277,33170701a,Mudal,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.7674,111.4968,0,,,,
2278,33170702a,Pamotan Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.77748,111.4703,35,,,,
2279,33170801a,Kalikuntulan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.80639,111.3799,0,,,,
2280,33170901a,Kaliori Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.70388,111.2453,27,,,,
2281,33170902a,Sidowayah Bpp/Dr.Wiloto,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.75505,111.2567,0,,,,
2282,33170903a,Kaliori 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.74968,111.2565,0,,,,
2283,33171001a,Rembang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.72066,111.3476,0,,,,
2284,33171002a,Rembang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.70318,111.3334,0,,,,
2285,33171003a,Rembang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.7206,111.3476,34,,,,
2286,33171101a,Pancur Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.71669,111.472,30,,,,
2287,33171102a,Pancur,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.72174,111.4697,59,,,,
2288,33171103a,Warunggunung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.70804,111.4651,0,,,,
2289,33171201a,Kragan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.69887,111.6177,0,,,,
2290,33091901a,Trahan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.63664,111.4997,0,,,,
2291,33171301a,Sluke Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.63342,111.4982,35,,,,
2292,33171401a,Lasem/Soditan Pu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.69195,111.4518,32,,,,
2293,33171402a,Lasem Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.70577,111.4425,35,,,,
2294,33171403a,Lasem Php/Soditan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.69147,111.4477,0,,,,
2295,33171302a,Sluke Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Rembang,-6.63342,111.4982,35,,,,
2296,33181206h,AAWS Pati,aws,Region II,Jawa Tengah,Kab. Pati,-6.73393,111.02089,0,,,,
2297,33180802g,AWS Juwana Pati,aws,Region II,Jawa Tengah,Kab. Pati,-6.721,111.146,0,,,,
2298,33180101a,Kemantrenberu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.959,110.828,11,,,,
2299,33180102a,Sukolilo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.931,110.918,35,,,,
2300,33180201a,Kayen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.898,110.977,16,,,,
2301,33180202a,Kayen Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.887,110.992,15,,,,
2302,33180203a,Slungkep,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.89818,110.9775,0,,,,
2303,33180301a,Bpp Tambakromo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.87341,111.0461,0,,,,
2304,33180401a,Cabean,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.865,111.119,44,,,,
2305,33180402a,Bpp Winong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.8092,111.1009,0,,,,
2306,33180403a,Kbp Winong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.73163,111.0221,0,,,,
2307,33180404a,Lab Pati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.73414,111.0232,0,,,,
2308,33180501a,Lunggoh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.857,111.1658,0,,,,
2309,33180502a,Pucakwangi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.83767,111.171,0,,,,
2310,33180801a,Juwana 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.721,111.146,7,,,,
2311,33180901a,Jakenan 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.761,111.155,15,,,,
2312,33180902a,Jakenan 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.759,111.1402,11,,,,
2313,33181001a,Rendole,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.72742,111.0033,66,,,,
2314,33181101a,Gabus,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.83294,111.0552,0,,,,
2315,33181102a,Gabus Bpk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.83407,111.0552,0,,,,
2316,33181103a,Tlogotirto,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.81417,111.0919,0,,,,
2317,33181202a,Pati 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.73752,111.0222,25,,,,
2318,33181203a,Margorejo Kec,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.76776,111.0067,0,,,,
2319,33181204a,Muktiharjo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.73717,111.0235,0,,,,
2320,33181205a,Ngawen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.776,110.999,27,,,,
2321,33181301a,Jollong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.652,110.934,633,,,,
2322,33181302a,Brambang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.643,110.949,482,,,,
2323,33181303a,Gunungrowo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.655,110.968,336,,,,
2324,33181304a,Gembong Waduk Pati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.69737,110.9592,0,,,,
2325,33181305a,Njurang /Njolong I,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.66585,110.9558,0,,,,
2326,33181401a,Regaloh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.698,111.022,0,,,,
2327,33181402a,Tlogowungu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.686,111.018,87,,,,
2328,33181403a,Tlogowungu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.68599,111.0181,0,,,,
2329,33181404a,Sokobubuk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.67777,111.0003,0,,,,
2330,33181501a,Trangkil,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.679,111.074,17,,,,
2331,33181502a,Widarijaksa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.685,111.071,17,,,,
