id_stat,name_stat,type_stat,region,provinsi,kabupaten,lintang_derajat,bujur_derajat
33180501a,Lunggoh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.857,111.1658
33180502a,Pucakwangi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.83767,111.171
33180801a,Juwana 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.721,111.146
33180901a,Jakenan 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.761,111.155
33180902a,Jakenan 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.7589999999999995,111.1402
33181001a,Rendole,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.7274199999999995,111.0033
33181101a,Gabus,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.83294,111.0552
33181102a,Gabus Bpk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.83407,111.0552
33181103a,Tlogotirto,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.81417,111.0919
33181202a,Pati 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.73752,111.0222
33181203a,Margorejo Kec,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.767760000000001,111.0067
33181204a,Muktiharjo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.73717,111.0235
33181205a,Ngawen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.776,110.999
33181301a,Jollong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.652,110.934
33181302a,Brambang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.643,110.949
33181303a,Gunungrowo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.655,110.96799999999999
33181304a,Gembong Waduk Pati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.697369999999999,110.9592
33181305a,Njurang /Njolong I,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.66585,110.9558
33181401a,Regaloh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.6979999999999995,111.022
33181402a,Tlogowungu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.686,111.01799999999999
33181403a,Tlogowungu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.685989999999999,111.0181
33181404a,Sokobubuk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.67777,111.0003
33181501a,Trangkil,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.678999999999999,111.074
33181502a,Widarijaksa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.685,111.071
33181503a,Wedarijaksa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.68479,111.0712
33181504a,Pohbango,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.6792,111.0792
33181601a,Ngemplak Lor,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.585560000000001,111.0404
33181602a,Waturoyo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.59623,111.0518
33181701a,Gunungwungkal,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.566,110.98899999999999
33181801a,Cluwak,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.537999999999999,110.945
33181901a,Tayuwetan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.5329999999999995,111.00299999999999
33181902a,Pakisbaru,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.569,111.039
33181903a,Tayukulon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.534,111.038
33182001a,Dukuhseti,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.459,111.031
33182002a,Kalitelo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.479,111.0
33182003a,Banyutowo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.45859,111.0305
33182101a,Karanganyarwedarijaksa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pati,-6.6454699999999995,111.0268
33190201a,Kudus,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.803910000000001,110.859
33190202a,Pg Rendeng Kudus,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.803439999999999,110.8627
33190401a,Wilalung Pintu Air,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.92553,110.7853
33190501a,Mejobo Bpp Kec,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.82684,110.8828
33190601a,Jekulolor,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.78242,110.917
33190602a,Tanjungrejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.7824100000000005,110.917
33190701a,Kedunggupit,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.78223,110.84700000000001
33190801a,Karanggayam,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.74339,110.8496
33190802a,Besito/Kr.Malang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.767530000000001,110.8406
33190803a,Rohwatu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.66665,110.8568
33190901a,Colo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.66661,110.9048
33190902a,Cendono,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kudus,-6.73699,110.8653
33190904b,ARG Colo,aws,Region II,Jawa Tengah,Kab. Kudus,-6.66625,110.90467
33200604h,AAWS Jepara,aws,Region II,Jawa Tengah,Kab. Jepara,-6.585889999999999,110.67811
33200101a,Sirodadi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.694,110.669
33200201a,Pecangaan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.69455,110.7089
33200301a,Welahan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.755,110.72399999999999
33200401a,Palemkerep,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.736000000000001,110.77
33200402a,Jatisari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.755,110.764
33200403a,Pancur,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.675,110.76799999999999
33200501a,Batealit,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.615,110.79799999999999
33200502a,Mindahan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.6317,110.7775
33200601a,Jepara,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.597989999999999,110.6802
33200602a,Ngabul Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.640619999999999,110.7099
33200603a,Jepara Php,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.59231,110.6714
33200701a,Mlanggo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.53338,110.70100000000001
33200801a,Bangsri,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.525,110.765
33200802a,Bangsri Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.529,110.75200000000001
33200803a,Beji Timur,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.4403,110.79899999999999
33200804a,Beji Barat,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.447080000000001,110.7914
33200805a,Beji Tengah,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.44958,110.8082
33200901a,Keling,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.5,110.8449
33200902a,Beji/Bpp Kalingga,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.482,110.8858
33200903a,Beji,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.45317,110.8389
33201001a,Karimunjawa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-5.84741,110.4496
33201101a,Tahunan Php,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.641189999999999,110.7099
33201201a,Nalumsari Php,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Jepara,-6.7430699999999995,110.7956
33210101a,Mrangen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-7.01911,110.5173
33210102a,Barang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-7.063439999999999,110.4989
33210103a,Brumbung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-7.01911,110.5173
33210104a,Banyumeneng,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-7.09053,110.4999
33210201a,Karangawen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-7.04264,110.5816
33210202a,Jragung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-7.09817,110.55799999999999
33210301a,Guntur,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.973210000000001,110.6154
33210401a,Sayung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.94247,110.5056
33210402a,Daleman Bbi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.93285,110.5341
33210501a,Kliteh/Ngute,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.95717,110.5978
33210502a,Buyaran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.91748,110.5991
33210601a,Leles,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.94833,110.6556
33210602a,Pangkalan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.9595,110.6758
33210603a,Wonosalam,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.919919999999999,110.68
33210701a,Dempet 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.949380000000001,110.7034
33210702a,Tlogopring,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.98727,110.6977
33210703a,Merak,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-7.00575,110.7616
33210704a,Dempet,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.95305,110.7026
33210705a,Luwuk/Krasak,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.95707,110.7657
33210801a,Gajah,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.87264,110.7371
33210802a,Jatisono,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.92023,110.7117
33210803a,Wilalung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.929860000000001,110.7769
33210901a,Karanganyar,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.839989999999999,110.8106
33210902a,Tuwang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.87863,110.7948
33210903a,Wonorejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.857639999999999,110.7927
33211001a,Bakung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.82533,110.7257
33211002a,Bandaran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.8009699999999995,110.7267
33211101a,Pelemraji,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.85175,110.6765
33211102a,Petengan Baru,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.88738,110.6364
33211103a,Mulyorejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.85418,110.7084
33211104a,Jebor,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.88075,110.6761
33211201a,Jali,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.85013,110.6568
33211301a,Jungsemi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.772069999999999,110.6661
33211302a,Bungo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-6.77567,110.6278
33211401a,Panunggalan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Demak,-7.01205,110.7428
33210706b,ARG Demak,aws,Region II,Jawa Tengah,Kab. Demak,-6.957000000000001,110.694
33221801a,Ungaran / Genuk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.14651,110.4057
33220101a,Getasan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.37637,110.4406
33220102a,Kopeng Kph,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.397530000000001,110.4199
33220103a,Kopeng 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.397589999999999,110.4201
33220104a,Smpk Getas,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.261,110.516
33220201a,Karangduren,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.387630000000001,110.5156
33220202a,Tegalwaton,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.36607,110.5337
33220203a,Barukan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.36839,110.5261
33220204a,Padaslorot,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.41538,110.5285
33220301a,Parean,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.381819999999999,110.6199
33220302a,Rejoso,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.41817,110.5887
33220401a,Suruh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.37125,110.5702
33220402a,Dadapayan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.2914699999999995,110.5919
33220501a,Cepoko/Ujung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.34387,110.5299
33220601a,Silumut/Macana,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.28195,110.5159
33220602a,Kesongo Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.2934600000000005,110.4688
33220701a,Banyubiru I,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.300680000000001,110.3976
33220702a,Banyubiru II,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.287999999999999,110.4042
33220703a,Candikukuh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.306610000000001,110.42200000000001
33220704a,Sepakung / Dukuh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.334789999999999,110.4002
33220801a,Tempuran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.29748,110.3592
33220901a,Sumowono,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.22463,110.3206
33221001a,Tarukan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.22889,110.3499
33221002a,Ambarawa 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.26054,110.4019
33221003a,Bandungan P.Cm,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.2170000000000005,110.36399999999999
33221004a,Ambarawa Lppd,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.2614,110.4233
33221101a,Bawen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.25011,110.4335
33221102a,Tuntang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.261,110.4526
33221103a,Kenangkan Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.203410000000001,110.3917
33221201a,Karanglo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.25978,110.5157
33221202a,Banding Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.2565100000000005,110.5564
33221203a,Grenjeng,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.23262,110.5583
33221301a,Pagersari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.189010000000001,110.4038
33221501a,Gebugan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.17742,110.3975
33221502a,Ngobo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.163760000000001,110.4451
33221503a,Jatirunggo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.20252,110.4736
33221504a,Klepu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.19194,110.4463
33221802a,Ungaran/Tby Si,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.11108,110.4135
33221804a,Susukan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Semarang,-7.122669999999999,110.4171
33220502b,ARG Getas,aws,Region II,Jawa Tengah,Kab. Semarang,-7.268269999999999,110.51655
33230806b,ARG Temangung,aws,Region II,Jawa Tengah,Kab. Temanggung,-7.33565,110.03087
33230101a,Bulu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.30806,110.0915
33230102a,Gandureejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.309,110.09100000000001
33230201a,Bp Tembarak,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.361000000000001,110.182
33230301a,Kalipancar,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.309,110.175
33230401a,Nglorog,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.306,110.286
33230402a,Pakisdadu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.351,110.305
33230501a,Kaloran Mt,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.348,110.244
33230502a,Kaligintung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.348,110.244
33230601a,Rowoseneng,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.22,110.211
33230602a,Kandangan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.242000000000001,110.193
33230701a,Lpth Kedu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.2833,110.1553
33230702a,Kedu Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.275,110.15899999999999
33230801a,Kecepit,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.281000000000001,110.104
33230802a,Parakan Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.281000000000001,110.104
33230803a,Badran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.281000000000001,110.104
33230804a,Parakan 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.2799,110.0985
33230805a,Kledung Smpk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.3389999999999995,110.03299999999999
33230901a,Gondang Winangun,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.235,110.055
33230902a,Jumprit,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.225,110.01700000000001
33230903a,Bpp Ngadirejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.236000000000001,110.061
33230904a,Ngadirejo Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.236000000000001,110.061
33231001a,Jombor,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.211,110.083
33231201a,Lempuyang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.17778,110.06
33231202a,Afdeling Bandareja,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.183,110.06299999999999
33231801a,Afdeling Bojongrejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.127999999999999,110.08
33231901a,Rejosari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.185239999999999,110.0572
33232001a,Kebraman,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Temanggung,-7.23,110.13799999999999
33230403b,ARG Pakisdadu,aws,Region II,Jawa Tengah,Kab. Temanggung,-7.35478,110.29574
33240405g,AWS Patean Kendal,aws,Region II,Jawa Tengah,Kab. Kendal,-7.091,110.09
33240101a,Mudal,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.087999999999999,109.9827
33240102a,Jlegong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.076860000000001,109.9829
33240103a,Plantungan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.09935,109.9689
33240104a,Plantungan Php,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.102010000000001,109.9738
33240201a,Gebangan Slt,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.0360000000000005,110.05799999999999
33240202a,Gebangan Utr,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.019,110.065
33240203a,Sedandang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.997000000000001,110.053
33240204a,Pageruyung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.04294,110.0427
33240205a,Surokonto,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.03878,110.0412
33240301a,Kebumen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.08283,110.0425
33240401a,Patean Curug,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.09059,110.1052
33240402a,Pagersari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.0859,110.0919
33240403a,Sukamangli,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.06072,110.0708
33240404a,Curug,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.0859,110.0918
33240501a,Singorojo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.087289999999999,110.221
33240502a,Kalipat / Rojowi / Merbuh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.06993,110.2567
33240503a,Singorojo Php,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.087289999999999,110.221
33240504a,Merbuh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.0694,110.2556
33240505a,Kaliwringin,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.1041,110.1966
33240601a,Limbangan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.15287,110.2835
33240602a,Biting,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.161980000000001,110.2501
33240603a,Ngesrep / Balong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.1611,110.3311
33240701a,Boja,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.103789999999999,110.2709
33240801a,Sikopek,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.958260000000001,110.2449
33240802a,Tambakboto,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.969860000000001,110.2343
33240803a,Podowaras,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.971610000000001,110.2272
33240804a,Plantaran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.96484,110.2448
33240805a,Kaliwungu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9657800000000005,110.2784
33240806a,Gambilangu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9657800000000005,110.2784
33240807a,Karangtengah,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.95247,110.2393
33240901a,Brangsong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.95418,110.2345
33240902a,Blorok,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9762699999999995,110.2143
33240903a,Kebonadem,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9589,110.2306
33240904a,Kedungpucung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.0038100000000005,110.1966
33240905a,Babad,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.94574,110.226
33240906a,Sidorejo Dsbn,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.957999999999999,110.219
33241001a,Bojong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9633,110.1779
33241002a,Pegandon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.964230000000001,110.152
33241003a,Puguh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9921,110.1451
33241004a,Bodri T. Gara,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.968,110.154
33241005a,Tegorejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.977469999999999,110.1487
33241006a,Magangan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.00131,110.1765
33241101a,Sedayu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.973389999999999,110.1359
33241102a,Kedungwungu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.00449,110.1151
33241103a,Kedung Asri,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.012630000000001,110.1073
33241104a,Lohjenar,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.98833,110.1276
33241105a,Sojomerto I,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.03027,110.1049
33241106a,Proto,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.0027,110.1233
33241107a,Sojomerto Ii,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.02075,110.1138
33241108a,Bodri B. Laut,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.965,110.14200000000001
33241201a,Weleri,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.97112,110.0754
33241202a,Sambongsari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.97502,110.051
33241203a,Bodri B. Daya,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9670000000000005,110.07799999999999
