id_stat,name_stat,type_stat,region,provinsi,kabupaten,lintang_derajat,bujur_derajat
33241301a,Penjor / Kr. Ayu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.92374,110.146
33241302a,Kalirandu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.89775,110.1645
33241303a,Cepiring Pg,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.926710000000001,110.1564
33241304a,Karangmalang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9146399999999995,110.12
33241401a,Babadan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.93686,110.1595
33241501a,Selokaton Perk,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.13484,110.0132
33241502a,Sukorejo Pmb,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.09058,110.0505
33241503a,Kenjuran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.0885,110.0058
33241504a,Bodri T. Laut,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-7.064,110.052
33241505a,Ketapang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.94177,110.2169
33241506a,Trompo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.947189999999999,110.2005
33241507a,Langenharjo Ii,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.92075,110.2045
33241601a,Sendang Sikucing,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.9103699999999995,110.0602
33241602a,Rowosari Php,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.941610000000001,110.0523
33241804a,Klepu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Kendal,-6.99702,110.1081
33240506b,ARG Singorojo,aws,Region II,Jawa Tengah,Kab. Kendal,-7.06977,110.25658
33251301g,AAWS SMPK Kademan (AWS+),aws,Region II,Jawa Tengah,Kab. Batang,-6.93231,109.7611
33250101a,Wonotunggal 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-7.00547,109.7592
33250201a,Bandar,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-7.03092,109.7979
33250401a,Ngadirejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-7.082910000000001,109.8755
33250402a,Blado Sp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-7.0697,109.8341
33250501a,Sangubanyu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-7.10567,109.9555
33250601a,Tersono,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-7.0331399999999995,109.9666
33250701a,Kertosari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-6.96207,110.0451
33250702a,Kutosari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-6.9781,110.0333
33250801a,Limpung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-7.0142,109.9203
33250802a,Medono,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-6.974139999999999,109.9279
33250901a,Subah,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-6.970619999999999,109.87
33251001a,Simbangjati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-6.95224,109.8083
33251002a,Tulis,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-6.94592,109.788
33251101a,Dracik Kramat,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-6.92069,109.7353
33251102a,Gamer Si,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Batang,-6.89317,109.7137
33250102b,ARG Batang,aws,Region II,Jawa Tengah,Kab. Batang,-6.98,109.74700000000001
33260803g,AWS Pekalongan,aws,Region II,Jawa Tengah,Kab. Pekalongan,-7.104,109.587
33260101a,Kandangserang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.1204,109.5191
33260201a,Paninggaran Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.167999999999999,109.59100000000001
33260301a,Lebakbarang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.132460000000001,109.6564
33260401a,Petungkriono,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.14929,109.7393
33260501a,Kalirejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.007000000000001,109.7212
33260601a,Tapak Menjangan Bd,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.03972,109.6917
33260602a,Kutosari/Doro,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.019489999999999,109.6925
33260701a,Limbangan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.076689999999999,109.6264
33260702a,Blimbing,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.05276,109.6383
33260703a,Karanganyar,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.029,109.619
33260704a,Padurekso Bd.,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.04627,109.6277
33260705a,Prumpung/Buara,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.044,109.624
33260706a,Karangsari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.03125,109.6225
33260801a,Kajen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.035939999999999,109.5783
33260802a,Buaran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.0684,109.5856
33260901a,Kaliwadas,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.02692,109.4853
33260902a,Kesesi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.032,109.50299999999999
33260903a,Gembiro,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.00236,109.5386
33260904a,Brondong Bd,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.048769999999999,109.52799999999999
33260905a,Gembiro,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.00205,109.5386
33261001a,Sumubkidul,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.97059,109.5416
33261002a,Kebadinan/Bk.Vi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.94767,109.51299999999999
33261003a,Sragi Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.9272100000000005,109.5677
33261004a,Sragi 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.92744,109.5673
33261101a,Wangundowo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.98481,109.6002
33261201a,Surobayan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.96215,109.6342
33261202a,Pesantren Klet,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.97933,109.6484
33261301a,Kedungwuni L3A,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.968999999999999,109.645
33261302a,Piasakletak,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.9618199999999995,109.6423
33261303a,Tosaran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.98495,109.6609
33261401a,Buaran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.933960000000001,109.6542
33261601a,Wiradesa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-6.931439999999999,109.6074
33260906a,Ponolawen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pekalongan,-7.00258,109.5137
33270805g,AWS Pemalang,aws,Region II,Jawa Tengah,Kab. Pemalang,-7.104,109.587
33270203b,ARG Pulosari,aws,Region II,Jawa Tengah,Kab. Pemalang,-7.187310000000001,109.27073999999999
33271005f,ARG SMPK Pemalang,aws,Region II,Jawa Tengah,Kab. Pemalang,-6.89682,109.4613
33270101a,Warungpring,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.07445,109.2706
33270102a,Banyumudal,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.12505,109.2454
33270103a,Semugih Afd/Kt,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.13956,109.25399999999999
33270104a,Moga Kbb/Simadu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.14,109.23700000000001
33270201a,Pulosari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.168089999999999,109.2665
33270202a,Karangsari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.157,109.22399999999999
33270301a,Bulakan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.1411,109.3059
33270302a,Belik,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.18602,109.3291
33270303a,Gombong Dsbn,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.198810000000001,109.304
33270304a,Belik Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.191330000000001,109.3412
33270401a,Watukumpul 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.15537,109.4151
33270402a,Sipedang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.136010000000001,109.4879
33270403a,Bongas,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.19238,109.4899
33270404a,Watukumpul Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.15638,109.419
33270501a,Empl Kalilanang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.00638,109.456
33270502a,Payung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.99827,109.4621
33270601a,Bantar Bolang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.0344,109.3782
33270602a,Bantar Bolang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.05588,109.3824
33270603a,Bantar Bolang Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.061660000000001,109.3829
33270604a,Pedagung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.06105,109.4347
33270701a,Kejene,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.05157,109.3233
33270702a,Kecepit,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.1045300000000005,109.2898
33270703a,Randudongkal 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.0994,109.3166
33270704a,Nambo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.102760000000001,109.3684
33270705a,Semangkir Afd,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.09669,109.3534
33270706a,Randudongkal Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.0986199999999995,109.3177
33270707a,Randudongkal,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-7.099810000000001,109.3256
33270801a,Sungapan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.944889999999999,109.4061
33270802a,Sirandu Bb,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.90873,109.3831
33270803a,Pemalang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.90936,109.3816
33270804a,Sumberharjo Pg,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.93058,109.3398
33270901a,Banjardawa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.92409,109.4136
33270902a,Karang Suci,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.94751,109.4133
33270903a,Paduraksa Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.938089999999999,109.3893
33270904a,Cibelok Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.933610000000001,109.4083
33271001a,Karangasem,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.941739999999999,109.4655
33271002a,Petarukan Sp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.90247,109.456
33271003a,Lab. Phpt Petarukan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.896710000000001,109.4614
33271004a,Klarean,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.849130000000001,109.4801
33271101a,Karang Tengah,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.92324,109.5104
33271102a,Ampelgading,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.92324,109.5104
33271103a,Sokawati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.98809,109.4615
33271201a,Comal Bpmd,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.90145,109.5276
33271301a,Pesantren Afd,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.81778,109.5095
33271302a,Mojo Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.816039999999999,109.5222
33271303a,Ulujami/Sawah-,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Pemalang,-6.83454,109.5206
96797,Stasiun Meteorologi Tegal,UPT,Region II,Jawa Tengah,Kab. Tegal,-6.86817,109.12103
33280101a,Margasari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.09275,109.0247
33280102a,Notog,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.10427,108.9825
33280103a,Jembayat,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.095689999999999,109.0688
33280201a,Cawitali,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.12067,109.0904
33280202a,Jejeg,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.1674,109.0916
33280203a,Bumijawa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.166810000000001,109.1281
33280301a,Bojong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.13893,109.1484
33280302a,Kemaron,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.18463,109.1551
33280303a,Bojong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.13445,109.1482
33280304a,Tuwel Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.16352,109.141
33280401a,Balapulang 1,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.04408,109.0993
33280402a,Batuagung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.0915,109.0915
33280403a,Danawarih,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.07977,109.1325
33280404a,Balapulang Pg,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.08523,109.0835
33280501a,Lenggor,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.002789999999999,109.0503
33280502a,Gondang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.04868,109.0337
33280503a,Mulyoharjo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.0155199999999995,109.0701
33280504a,Pager Barang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.002789999999999,109.0502
33280601a,Lebaksiu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.056139999999999,109.1433
33280602a,Kesuben Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.04741,109.1201
33280701a,Jatinegara,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.0628899999999994,109.2422
33280801a,Sirampok,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-7.00655,109.1824
33280802a,Gegerbuntu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.9976199999999995,109.1806
33280901a,Paketiban,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.964510000000001,109.1783
33280902a,Pangkah,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.98319,109.1692
33281001a,Procot,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.97135,109.137
33281002a,Pakembaran,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.98115,109.1338
33281003a,Dukuhringin,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.99887,109.1404
33281004a,Slawi Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.97795,109.1396
33281005a,Slawi Kbb,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.9908399999999995,109.1336
33281101a,Pedeslohor,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.94526,109.0777
33281102a,Ujungrusi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.94124,109.1242
33281103a,Harjosari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.955589999999999,109.1311
33281201a,Pesayangan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.9203399999999995,109.1374
33281301a,Sidapurna,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.9041,109.0986
33281302a,Pagongan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.9054,109.1337
33281401a,Margapadang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.924060000000001,109.2048
33281402a,Karangcegak,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.94205,109.1911
33281501a,Kramat Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.86666,109.1986
33281502a,Kemantren,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.89802,109.1873
33281601a,Kertasari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.90912,109.2753
33281602a,Dukuhrandu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.939660000000001,109.2567
33281701a,Warurejo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.9130199999999995,109.3289
33281702a,Cipero,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Tegal,-6.98782,109.30799999999999
33290202g,AWS Bantar kuwung Brebes,aws,Region II,Jawa Tengah,Kab. Brebes,-7.2139999999999995,108.91799999999999
33290201a,Bantarkawung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.213889999999999,108.9178
33290301a,Bumiayu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.26129,108.9758
33290401a,Kemaron,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.282610000000001,109.0626
33290402a,Penjalin,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.327839999999999,109.0555
33290602a,Tonjong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.184239999999999,109.0211
33290701a,Karangsembung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.979030000000001,109.0284
33290702a,Songgom,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.0419,108.9928
33290703a,Jatibarang 2,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.962969999999999,109.0547
33290801a,Klampok,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.863339999999999,109.0032
33290901a,Pasar Batang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.864610000000001,109.0454
33290902a,Lengkong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.918130000000001,109.0389
33291201a,Losari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.847810000000001,108.8154
33291202a,Karangjunti,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.91835,108.795
33291301a,Kubang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.874339999999999,108.8664
33291302a,Luwungbata,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.89805,108.8259
33291401a,Karangsari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.8641,108.9274
33291402a,Banjaratma,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.90238,108.9774
33291501a,Slatri,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.94344,108.9565
33291502a,Rengaspendawa,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.957839999999999,109.0032
33291503a,Larangan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.98652,108.9419
33291601a,Rancawulu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.948989999999999,108.8994
33291602a,Ketanggungan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.9268,108.89399999999999
33291603a,Kubangwungu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.9932,108.9179
33291604a,Cisadap,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.987489999999999,108.8782
33291605a,Ciseureuh,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.06175,108.831
33291701a,Cibendung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.9737800000000005,108.7636
33291702a,Bantarsari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.93434,108.7785
33291703a,Cimunding,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.943960000000001,108.8365
33291704a,Cilembu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-6.980980000000001,108.8538
33291705a,Kertasari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.03752,108.8253
33291706a,Nambo,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.00025,108.8493
33291707a,Malahayu,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kab. Brebes,-7.0301,108.8197
33291001b,ARG Karang Sembung,aws,Region II,Jawa Tengah,Kab. Brebes,-6.847569999999999,108.8155
33291203b,ARG Losari,aws,Region II,Jawa Tengah,Kab. Brebes,-6.847569999999999,108.8155
33710201a,Magelang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Magelang,-7.471,110.2185
33720101a,Surakarta,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Surakarta,-7.5758600000000005,110.7168
33720501a,Banyuanyar,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Surakarta,-7.539,110.805
33730401a,Salatiga I,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Salatiga,-7.329,110.49700000000001
96835,Stasiun Klimatologi Semarang,UPT,Region II,Jawa Tengah,Kota Semarang,-6.9847,110.3812
96837,Stasiun Meteorologi Maritim Tanjung Mas,UPT,Region II,Jawa Tengah,Kota Semarang,-6.9486,110.4199
96839,Stasiun Meteorologi Ahmad Yani,UPT,Region II,Jawa Tengah,Kota Semarang,-6.9768300000000005,110.3778
33740501a,Karangroto,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.95528,110.4896
33740502a,Penggaron Disbun,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.963710000000001,110.4729
33740601a,Penggaron,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.013,110.49600000000001
33740602a,Plamongan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.017810000000001,110.4899
33740603a,Pucang Gading,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.0403199999999995,110.4839
33740701a,Simongan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.992889999999999,110.4055
33740702a,Candi,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.010039999999999,110.4275
33741001a,Tembalang Kelurahan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.054310000000001,110.43799999999999
33741002a,Kedungbangkong,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.0614300000000005,110.4492
33741101a,Kramas Bb,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.06583,110.4305
33741201a,Gunungpati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.0863,110.3675
33741202a,Gunungpati,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.108689999999999,110.3881
33741203a,Sumurjurang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.1070899999999995,110.3863
33741302a,Kalisari,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.99293,110.3743
33741401a,Mijen Bpp,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.0807,110.3091
33741402a,Mijen,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-7.0528699999999995,110.3162
33741501a,Plumbon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.97812,110.295
33741502a,Bringin Asri,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.9839899999999995,110.3256
33741503a,Rumah Dinas Ngaliyan,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.97812,110.295
33741601a,Mangkang Kulon,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.96785,110.2895
33741602a,Panggung,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.962039999999999,110.3022
33741603a,Tugu Aw,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.98498,110.3453
33741604a,Mangkang Bringin,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.94592,110.3018
33741605a,Mangkang,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Semarang,-6.967169999999999,110.3035
33741301g,AWS Staklim Semarang,aws,Region II,Jawa Tengah,Kota Semarang,-6.9841,110.381
33740201g,AWS Stamar Semarang,aws,Region II,Jawa Tengah,Kota Semarang,-6.93987,110.42549
33750101a,Medono.Kel,Pos Hujan Kerjasama,Region II,Jawa Tengah,Kota Pekalongan,-6.906389999999999,109.6681
